sum_sq,df,F,PR(>F)
0.0009065104166666011,1.0,0.24590279740037768,0.6267173113433957
0.29305494791666725,3.0,26.498328152962273,1.912602085235687e-06
0.015446614583333362,3.0,1.3966986907789414,0.28009696645156096
0.05898333333333336,16.0,,
